0,1,2,3,4,5,6,7,8,9
3.33E-06,6.90E-09,0.002100406,5.08E-07,0.003535268,1.44E-11,0.994358008,5.91E-14,2.47E-06,7.39E-12
1.57E-06,3.23E-06,8.59E-07,3.14E-06,1.59E-06,0.004593152,1.79E-06,0.925630206,2.15E-05,0.069742974
0.002156207,4.10E-05,0.885542993,0.000145298,0.043241566,6.49E-05,0.067833274,1.06E-05,0.000946865,1.73E-05
6.12E-10,0.999998331,2.43E-11,1.67E-06,1.83E-11,3.83E-15,6.35E-10,9.40E-21,2.37E-13,4.47E-18
0.008294181,0.000595592,0.252719001,0.003308322,0.387039592,0.001242602,0.339438352,0.001252644,0.005049965,0.001059655
0.041522068,0.001420068,0.391441897,0.009534552,0.084955947,0.000558746,0.457047568,0.000188668,0.013091189,0.00023941
0.000596717,1.19E-05,0.191768225,0.000130677,0.438301324,8.06E-06,0.368038229,2.17E-06,0.001136988,5.73E-06
3.07E-06,6.86E-07,0.737501205,2.19E-07,0.14804082,1.18E-06,0.114431027,9.30E-09,2.17E-05,1.65E-07
3.97E-21,1.23E-20,4.11E-23,3.06E-26,5.55E-31,1,3.23E-24,2.76E-10,4.05E-17,2.20E-12
0.322761156,0.004688834,0.084272228,0.01781108,0.020990764,0.002874332,0.251120327,0.001588308,0.292044101,0.001848884
0.000644826,0.000107305,0.823883909,0.00017864,0.163356942,2.36E-05,0.011139147,1.68E-06,0.000662412,1.59E-06
1.07E-06,2.34E-10,0.999131243,5.27E-10,8.55E-05,7.38E-09,0.000782029,2.06E-11,1.12E-07,5.29E-11
5.97E-07,2.78E-09,5.67E-09,6.90E-10,1.75E-09,3.61E-08,5.57E-07,2.57E-09,0.999998808,6.95E-09
6.41E-05,3.15E-06,0.183598935,4.17E-05,0.518635083,1.90E-06,0.297521062,2.43E-07,0.000132707,1.17E-06
1.06E-08,3.11E-12,4.81E-12,1.24E-13,2.62E-13,1.38E-10,6.88E-09,3.36E-14,1,1.16E-11
0.998218497,4.43E-08,2.11E-07,5.52E-06,1.11E-10,1.17E-11,0.001775756,5.88E-16,1.11E-08,3.35E-14
1.69E-10,5.80E-10,5.18E-10,1.13E-10,3.73E-10,4.57E-05,1.29E-09,0.999910959,9.05E-08,4.32E-05
2.79E-10,1.35E-09,7.76E-10,7.20E-10,1.20E-10,0.036102178,6.99E-10,0.957853285,2.09E-06,0.006042394
1.51E-08,6.09E-11,7.13E-13,2.33E-10,2.89E-12,1.26E-07,7.79E-10,1.91E-09,0.999999881,5.07E-11
5.30E-18,2.54E-18,4.86E-20,3.48E-20,6.96E-25,0.999994874,1.05E-20,5.00E-06,1.99E-13,1.68E-07
1.03E-27,1,1.03E-28,7.21E-20,8.33E-30,1.07E-34,1.33E-27,1.65E-48,2.07E-33,6.41E-42
8.83E-17,1,5.15E-19,4.09E-11,1.23E-18,2.58E-25,1.43E-16,1.45E-33,1.05E-21,2.83E-29
0.051209468,0.019395666,0.217484829,0.321546677,0.269598738,0.000640845,0.110277953,0.000612779,0.008351815,0.000881358
0.001266592,0.005435892,0.006530863,0.350176211,0.620424346,9.48E-07,0.016012424,9.20E-08,0.000150494,2.13E-06
0.000119089,3.79E-05,0.00024586,0.000338732,0.000137987,0.029355069,0.000217388,0.522262093,0.000953911,0.446332038
7.44E-15,5.90E-19,9.24E-22,6.41E-20,4.29E-21,1.13E-13,1.80E-17,2.74E-18,1,1.26E-19
7.80E-13,6.95E-12,3.78E-12,1.31E-12,1.26E-12,5.02E-05,3.43E-12,0.999786303,1.88E-09,0.000163459
0.977162975,9.12E-08,2.76E-07,2.86E-05,1.51E-09,7.44E-11,0.022808076,6.43E-14,1.69E-07,2.97E-12
8.03E-07,1.53E-10,0.999472896,1.77E-10,2.30E-05,5.98E-09,0.000503114,1.30E-11,2.01E-07,6.15E-11
0.337631676,0.021689756,0.143388396,0.14947492,0.05669581,0.000889944,0.279053054,0.000369232,0.010286603,0.000520585
2.08E-06,4.85E-07,0.801334471,3.52E-07,0.196887593,1.14E-07,0.001763785,1.21E-09,1.11E-05,4.74E-09
0.000271846,0.001893813,2.00E-07,0.997730767,2.20E-07,1.53E-10,0.000102965,4.33E-12,1.33E-07,2.75E-11
4.83E-19,1,1.14E-20,3.07E-14,5.67E-22,1.27E-23,1.52E-19,2.26E-33,3.52E-23,1.69E-29
3.76E-07,6.28E-11,0.998665091,7.36E-11,0.000500701,2.75E-08,0.000833641,3.20E-10,2.27E-07,4.92E-10
0.019534189,0.000506519,0.001026686,0.000237395,0.000119818,0.00108951,0.013920999,3.77E-05,0.963365591,0.00016163
9.16E-07,1.08E-07,0.045751581,1.09E-06,0.765075756,4.27E-08,0.189159973,3.14E-09,1.05E-05,1.03E-07
6.31E-11,1,2.74E-11,2.18E-08,1.98E-11,6.06E-14,6.37E-11,1.28E-19,5.55E-13,5.79E-18
8.06E-07,3.85E-10,1.48E-09,3.67E-10,1.21E-08,4.37E-09,9.46E-07,5.48E-11,0.999998212,7.61E-10
7.06E-28,9.48E-27,4.13E-29,3.48E-33,2.17E-39,1,8.01E-32,8.52E-12,3.53E-19,1.17E-14
4.51E-21,1.52E-17,5.94E-20,2.38E-18,3.90E-22,5.03E-08,5.31E-20,5.22E-05,4.63E-16,0.999947789
2.01E-27,1.07E-28,9.99E-31,5.20E-35,7.13E-41,1,1.77E-31,1.00E-12,8.00E-20,7.80E-17
0.999165755,2.38E-08,2.85E-07,5.16E-07,1.16E-10,2.05E-09,0.000833506,2.24E-13,2.33E-08,1.91E-12
0.002530952,0.000818773,1.33E-06,0.995641122,2.94E-06,2.39E-10,0.00100418,3.93E-12,5.86E-07,3.97E-11
2.70E-06,2.92E-07,0.904095643,5.57E-07,0.084271425,3.27E-08,0.01162517,5.90E-10,4.20E-06,1.36E-08
0.999762115,1.05E-09,9.13E-09,4.08E-07,7.10E-13,5.86E-13,0.000237513,7.40E-18,1.29E-10,7.75E-16
0.051668852,0.000778817,0.563263927,0.003277696,0.029761144,0.000879016,0.335702527,0.000342136,0.013799709,0.000526259
1.01E-27,1.60E-26,3.64E-30,4.91E-32,1.78E-38,1,2.20E-31,8.79E-11,3.53E-20,2.39E-13
0.001972656,0.009988805,1.44E-06,0.986679963,3.26E-06,4.98E-09,0.001352467,6.29E-10,1.39E-06,4.60E-09
1.28E-06,2.74E-10,0.000320551,5.06E-08,0.000456436,4.43E-13,0.999221455,5.11E-16,1.89E-07,1.36E-13
1.41E-19,6.16E-17,1.03E-16,1.71E-18,1.53E-16,1.81E-08,2.37E-17,0.999999881,3.88E-14,1.41E-07
2.39E-09,0.999985218,4.50E-11,1.47E-05,2.16E-11,3.41E-13,2.23E-10,1.38E-16,3.31E-12,1.08E-14
1.42E-07,2.10E-11,1.15E-10,6.05E-13,2.60E-12,3.20E-09,2.77E-08,2.77E-13,0.999999881,9.40E-12
0.983086235,2.26E-05,0.000196727,0.000537725,1.73E-06,1.47E-07,0.016145993,3.12E-10,8.73E-06,1.43E-09
2.05E-12,1,1.52E-13,4.21E-08,9.49E-14,4.24E-16,1.18E-12,4.11E-21,2.95E-15,8.84E-19
0.001610158,8.40E-05,0.2707181,0.000473574,0.447520398,7.72E-05,0.277422394,1.45E-05,0.002058474,2.12E-05
6.48E-06,8.14E-08,0.995344716,9.56E-08,0.001976208,5.33E-07,0.002667821,1.23E-09,4.12E-06,6.03E-09
1.16E-06,0.000780222,3.77E-10,0.99921717,9.23E-09,5.63E-13,1.43E-06,1.42E-14,3.78E-10,2.74E-13
0.000237297,1.18E-06,0.006705556,3.18E-05,0.008485963,4.59E-09,0.984519009,1.56E-10,1.93E-05,4.45E-09
2.44E-23,1.44E-18,3.40E-19,9.74E-21,1.07E-19,2.64E-08,5.49E-21,0.999999881,4.88E-17,7.85E-08
0.060947722,0.003265871,0.500209285,0.025535406,0.098617681,0.000627112,0.298201036,0.000143423,0.01227354,0.000178933
1.05E-19,3.19E-16,4.01E-17,6.56E-18,4.38E-17,1.12E-07,8.22E-18,0.999999762,5.06E-14,1.37E-07
5.16E-06,4.78E-08,1.32E-07,6.34E-09,1.30E-08,9.66E-06,2.29E-06,9.49E-08,0.999982357,2.81E-07
5.00E-25,3.68E-24,1.66E-27,3.99E-30,6.99E-37,1,1.48E-28,1.33E-12,1.32E-17,1.82E-15
2.54E-08,1.36E-07,2.75E-08,4.57E-07,1.43E-08,0.002337897,2.64E-08,0.271947189,6.42E-06,0.725707918
3.46E-16,4.36E-15,2.43E-14,1.15E-15,2.79E-16,4.31E-06,1.44E-15,0.002482535,5.37E-12,0.997513176
2.76E-07,9.82E-08,0.018253109,6.10E-07,0.937995793,6.53E-09,0.043746893,1.69E-10,3.21E-06,7.68E-09
2.31E-05,1.90E-08,0.994694517,6.08E-08,0.000650973,3.01E-08,0.004627985,4.60E-10,3.34E-06,6.48E-10
4.93E-35,2.91E-35,1.34E-38,2.87E-42,6.34E-50,1,5.74E-40,2.29E-14,2.08E-24,3.29E-18
2.47E-19,1.07E-15,2.18E-16,8.27E-18,3.20E-17,7.03E-07,1.50E-17,0.999999285,1.85E-12,8.60E-09
0.805067299,0.000173688,0.004098789,0.009547478,0.000468356,4.85E-05,0.180146805,1.98E-05,0.000387655,4.17E-05
7.72E-38,2.16E-34,2.41E-41,1.65E-46,1.98E-55,1,1.40E-43,3.15E-19,3.08E-27,3.42E-23
6.29E-05,4.53E-08,0.984716403,1.98E-07,0.00367104,2.89E-07,0.011538295,7.14E-09,1.08E-05,7.03E-08
3.00E-06,7.87E-09,2.22E-08,6.93E-10,1.94E-09,8.88E-08,1.74E-06,1.00E-09,0.999995112,1.64E-08
0.055835484,0.005048114,0.123009223,0.153435097,0.373395308,0.000253198,0.281284008,0.00015146,0.007256999,0.000331104
5.76E-12,4.29E-10,3.86E-12,1.61E-10,1.28E-12,0.000510387,1.00E-11,0.997914857,1.23E-08,0.001574686
1.77E-06,1.29E-08,4.34E-09,1.04E-09,1.17E-09,1.38E-08,2.32E-06,5.19E-10,0.999995947,6.82E-09
0.954062623,3.71E-07,1.63E-05,8.37E-05,1.22E-07,3.78E-09,0.045833454,7.76E-12,3.56E-06,1.02E-10
0.997717595,2.91E-08,6.27E-07,4.07E-06,1.61E-10,1.42E-11,0.002277735,5.46E-16,1.22E-08,4.16E-14
3.02E-11,5.04E-11,4.34E-11,1.03E-10,2.39E-12,0.000440854,1.55E-11,0.020357741,2.23E-06,0.97919913
1.48E-19,1.87E-17,1.02E-17,1.53E-18,8.63E-20,1.79E-07,2.11E-18,0.000274427,4.44E-15,0.999725298
9.87E-05,9.76E-06,1.48E-08,0.999810255,1.26E-07,1.33E-13,8.11E-05,1.96E-16,1.12E-09,6.42E-14
0.999338112,1.55E-09,2.47E-08,4.29E-07,5.14E-12,8.68E-12,0.000661457,3.10E-16,2.41E-09,1.22E-14
1.43E-15,8.39E-19,1.08E-20,4.62E-20,8.99E-20,5.25E-14,1.34E-16,5.32E-18,1,8.41E-19
0.001119745,0.000103567,0.298263537,0.000529113,0.438367607,0.000159906,0.260143382,8.69E-05,0.00104057,0.00018567
2.76E-09,0.99998653,1.30E-10,1.35E-05,3.97E-10,3.94E-15,1.34E-09,1.27E-19,3.60E-12,2.45E-17
2.32E-22,4.62E-22,4.06E-24,1.62E-25,5.36E-31,0.999999404,3.47E-25,5.96E-07,1.58E-14,2.11E-11
0.000160998,3.08E-05,0.047604843,0.000104301,0.92719525,3.33E-06,0.023947744,8.44E-07,0.000948248,3.63E-06
1.73E-20,1,2.72E-23,1.39E-15,5.13E-24,1.01E-25,1.61E-21,9.11E-36,3.89E-25,1.16E-32
2.17E-17,2.49E-16,2.97E-15,8.76E-17,5.57E-17,0.000123374,1.23E-16,0.00159988,6.75E-13,0.998276705
1.47E-12,1,7.32E-13,4.45E-09,1.01E-12,1.92E-19,1.85E-12,2.02E-27,3.45E-16,2.45E-24
0.000951285,2.48E-05,2.86E-05,9.63E-06,5.93E-06,9.64E-05,0.000628864,5.71E-06,0.998228238,2.04E-05
0.00016565,2.08E-07,0.010815078,1.43E-05,0.012862657,8.30E-09,0.97611655,3.34E-10,2.56E-05,6.95E-09
0.001569138,4.82E-06,0.142776094,4.47E-05,0.042445345,9.85E-07,0.812756445,1.38E-07,0.000401878,4.40E-07
3.12E-21,1,1.05E-22,2.19E-14,7.66E-23,2.14E-30,1.56E-21,1.22E-41,1.81E-26,1.78E-36
1.33E-06,1.48E-07,0.971482884,1.28E-07,0.02701888,1.29E-07,0.001491416,2.17E-09,5.16E-06,4.90E-09
9.42E-09,1.00E-09,4.22E-10,6.73E-11,5.08E-13,0.999566862,9.87E-11,0.000228026,1.41E-06,0.000203696
4.77E-19,1,3.65E-20,1.59E-12,4.57E-20,1.53E-24,3.45E-19,2.07E-33,4.92E-23,3.89E-29
0.384013984,0.000189585,0.326977976,0.017281432,0.014285839,3.18E-05,0.254752966,5.79E-06,0.002444937,1.57E-05
0.943621784,7.83E-07,4.31E-06,0.0009808,4.10E-08,5.85E-12,0.055392384,5.40E-15,3.85E-08,2.94E-13
0.998581398,3.22E-08,4.68E-07,2.86E-06,2.33E-10,1.82E-11,0.001415276,1.80E-15,2.72E-09,3.27E-14
1.25E-16,1,1.73E-18,6.93E-12,4.92E-19,5.05E-23,1.46E-16,6.45E-32,9.81E-21,5.09E-28
0.265212497,0.002771794,0.237177129,0.049591595,0.054210418,0.0008046,0.369533795,0.00035819,0.01986997,0.00046991
6.46E-13,1,8.02E-14,1.73E-08,2.76E-14,6.50E-17,2.04E-13,2.06E-22,6.31E-16,5.69E-20
0.003163216,0.001369715,1.30E-05,0.994054002,4.78E-05,3.32E-08,0.001328957,3.30E-09,2.30E-05,7.50E-08
2.15E-05,5.55E-09,0.995642894,1.69E-08,0.000197477,4.96E-08,0.004136708,2.12E-10,1.41E-06,6.68E-10
0.000257605,8.13E-06,0.893924209,3.77E-05,0.037315961,2.33E-06,0.068291907,4.31E-07,0.000161014,8.38E-07
0.036091989,0.030981257,0.220715375,0.339379482,0.294930491,0.000152805,0.07320197,8.68E-05,0.004198319,0.000261583
0.004630389,0.000851433,0.081814393,0.006373434,0.500363183,4.30E-05,0.397286447,1.21E-05,0.008573514,5.21E-05
1.23E-11,0.999999881,1.96E-13,1.07E-07,5.13E-13,4.66E-16,2.27E-12,1.62E-20,7.58E-15,6.93E-19
0.002406559,0.004229431,0.014354532,0.795878433,0.170294965,4.67E-07,0.012734226,7.18E-08,0.000100098,1.19E-06
1.64E-28,1.44E-28,9.46E-31,1.26E-33,2.50E-40,1,4.42E-32,1.07E-11,2.33E-20,3.73E-15
0.351047955,0.000762525,0.225647154,0.029580487,0.032798087,0.000304683,0.352043341,0.000150625,0.007477068,0.000188062
0.00082342,0.002087732,0.005783561,0.225896917,0.729606269,9.78E-07,0.035578813,1.05E-07,0.000220192,2.08E-06
3.04E-15,1.26E-12,3.69E-13,3.73E-14,2.89E-14,8.74E-05,5.56E-14,0.999911078,4.06E-10,1.57E-06
1.22E-32,1.14E-28,9.23E-31,2.68E-31,4.55E-34,4.70E-12,6.27E-31,1.81E-08,1.35E-24,1
6.83E-09,7.96E-08,3.09E-13,0.999999881,4.83E-12,5.68E-21,2.54E-09,4.52E-26,9.48E-15,3.71E-22
7.39E-17,6.00E-16,4.90E-17,1.86E-15,2.01E-17,1.28E-05,1.29E-16,0.998875454,4.33E-12,0.001111743
1.65E-06,5.83E-09,0.999375257,1.52E-08,0.000187738,1.44E-08,0.000434686,1.16E-10,5.62E-07,3.03E-10
0.000696783,0.000166541,1.07E-06,0.997122723,1.01E-05,1.36E-09,0.002002509,2.17E-11,2.67E-07,2.26E-10
1.45E-12,2.06E-11,1.28E-12,3.49E-11,2.89E-14,0.000397998,3.72E-13,0.016884393,1.84E-08,0.9827177
0.999907502,7.58E-10,2.55E-09,7.01E-08,7.41E-14,7.69E-14,9.24E-05,9.81E-20,5.84E-11,1.20E-17
1.62E-30,6.19E-27,2.14E-27,2.33E-29,2.03E-30,1.11E-11,8.18E-28,5.29E-08,1.26E-23,1
3.40E-06,2.03E-07,0.439859243,1.30E-07,0.524768388,2.50E-07,0.035309621,8.54E-10,5.87E-05,1.10E-08
8.91E-12,2.90E-11,3.07E-11,5.22E-11,7.39E-11,0.000739412,7.90E-11,0.90766547,1.55E-08,0.091595098
1.45E-05,6.38E-06,0.014639695,9.78E-05,0.961584459,4.51E-08,0.023555675,6.73E-10,0.000101491,1.91E-08
0.002443866,3.12E-05,0.915132617,9.48E-05,0.027202156,0.000195439,0.05382964,4.92E-05,0.000986448,3.46E-05
0.355196074,0.003340734,0.020291872,0.12732866,0.020716558,0.000346471,0.463825549,0.000205068,0.008370669,0.000378458
3.93E-12,6.80E-11,1.72E-13,2.77E-13,3.31E-17,0.999927407,1.06E-13,7.13E-05,2.47E-10,1.29E-06
0.010746794,0.000428866,0.178351573,0.01047832,0.464972455,0.000221602,0.325737922,0.000120751,0.008782611,0.000159053
1.77E-20,1,2.12E-22,7.32E-15,1.15E-22,7.92E-27,6.21E-21,1.25E-36,2.19E-25,3.47E-33
3.48E-05,8.50E-09,0.994777677,4.20E-08,0.000651607,3.14E-08,0.004533341,2.01E-10,2.51E-06,1.74E-09
1.52E-05,0.999826342,1.90E-05,0.000102085,5.59E-06,4.71E-10,3.18E-05,1.61E-14,4.10E-08,1.24E-12
1.23E-07,7.24E-06,3.81E-07,0.999952199,3.90E-05,4.75E-15,1.04E-06,1.64E-16,3.00E-11,4.94E-15
0.839308406,1.06E-05,4.87E-05,0.00051655,5.60E-06,6.44E-07,0.159897561,2.09E-08,0.000211733,1.13E-07
3.20E-27,6.99E-25,2.04E-24,1.28E-27,5.95E-27,4.74E-10,4.91E-25,2.28E-07,3.53E-21,0.999999762
2.58E-20,1,3.70E-22,5.23E-15,1.30E-23,4.79E-26,4.63E-21,5.44E-37,5.25E-25,5.82E-33
0.999640594,2.08E-09,6.98E-08,3.71E-07,7.52E-12,8.10E-12,0.000358986,1.90E-16,6.32E-10,6.35E-15
6.27E-24,1.42E-20,1.18E-21,6.55E-22,5.16E-24,1.45E-07,5.91E-23,3.04E-05,1.48E-18,0.999969483
0.167581893,0.015584179,0.043378633,0.600522143,0.047469314,3.43E-05,0.122807936,1.14E-05,0.00259291,1.73E-05
0.550792909,3.37E-05,0.005527034,0.005394487,0.000412515,1.02E-07,0.427639653,2.45E-09,0.01019958,1.98E-08
1.22E-20,3.29E-16,2.23E-17,2.13E-18,1.69E-18,1.69E-06,7.42E-19,0.999998331,4.76E-14,2.20E-08
1.27E-23,9.12E-21,9.66E-21,7.01E-23,6.67E-23,3.67E-09,6.71E-22,4.39E-05,4.06E-18,0.999956133
2.35E-19,3.16E-17,4.88E-18,6.80E-18,4.85E-20,6.85E-07,2.00E-18,0.000331547,3.14E-14,0.999667755
5.97E-06,4.30E-06,0.04846077,9.61E-06,0.946143544,1.02E-07,0.005302498,7.37E-09,7.31E-05,9.85E-08
1.15E-05,1.39E-05,0.186716427,4.37E-06,0.811223947,6.69E-07,0.001920565,6.97E-09,0.000108578,6.22E-08
5.69E-24,7.62E-19,1.51E-19,3.01E-22,5.75E-22,2.75E-06,5.53E-22,0.999997258,2.82E-16,2.64E-09
2.45E-07,0.999996185,2.75E-08,3.59E-06,2.20E-09,4.77E-10,3.63E-08,1.07E-13,2.35E-09,1.18E-13
0.000108052,7.65E-07,0.991003292,2.85E-06,0.001107148,3.15E-07,0.00775307,1.00E-08,2.44E-05,1.30E-08
0.466059607,0.235019456,0.00042375,0.258359234,7.44E-05,1.02E-06,0.039983531,4.25E-09,7.90E-05,2.37E-08
0.005664996,0.000464847,0.363147653,0.001101475,0.027201423,1.83E-05,0.598207029,8.87E-07,0.004189058,4.31E-06
0.002521464,0.003288724,5.96E-05,0.987669508,0.000911484,3.00E-07,0.005494084,5.89E-08,5.45E-05,2.22E-07
0.000292345,8.32E-06,0.875627248,1.25E-05,0.09051348,2.76E-05,0.033298509,3.46E-06,0.000199031,1.76E-05
4.61E-07,2.95E-10,9.72E-10,2.97E-11,1.93E-10,5.17E-09,6.54E-07,1.52E-12,0.999998927,1.84E-10
4.70E-11,2.61E-08,1.64E-10,0.999997497,2.48E-06,4.43E-21,3.81E-09,1.32E-23,9.03E-16,1.72E-20
0.008406273,0.000221983,0.086124917,0.006155659,0.166883526,1.92E-05,0.729042058,9.28E-06,0.003104311,3.28E-05
4.16E-21,1,1.09E-22,3.23E-15,4.79E-24,2.11E-26,6.10E-22,1.45E-37,5.63E-26,7.32E-33
1.47E-10,0.999998093,7.99E-12,1.87E-06,1.00E-11,4.20E-16,1.36E-10,3.28E-21,9.46E-14,1.68E-18
0.998451964,6.12E-09,1.55E-07,1.04E-06,2.81E-11,3.63E-13,0.001546893,5.82E-18,1.96E-09,6.19E-16
1.15E-05,3.16E-07,0.993501611,2.26E-07,0.00327885,7.04E-07,0.003201355,7.60E-09,5.33E-06,3.03E-08
1.44E-15,1.32E-13,7.55E-14,2.90E-14,3.64E-15,7.73E-06,1.00E-14,0.010513289,9.47E-11,0.989478879
4.72E-05,8.59E-07,0.996575796,1.15E-06,0.000748553,7.07E-07,0.002616044,1.54E-08,9.65E-06,1.68E-08
6.95E-07,2.67E-07,0.0399162,1.63E-06,0.774646045,2.87E-08,0.185430582,2.11E-09,4.43E-06,9.13E-08
0.983751337,2.06E-05,8.34E-06,0.001159598,2.14E-07,3.17E-08,0.015058693,1.45E-10,1.27E-06,9.56E-10
5.61E-18,1.33E-14,5.59E-16,8.65E-16,4.14E-16,2.22E-06,1.24E-16,0.999934797,2.56E-13,6.30E-05
1.77E-29,1.50E-25,9.33E-27,7.85E-28,1.02E-29,9.49E-11,1.92E-27,3.44E-07,5.95E-22,0.999999642
2.17E-06,8.34E-09,4.46E-10,1.15E-08,2.28E-10,9.68E-06,3.66E-08,2.52E-10,0.999988198,2.99E-13
8.62E-05,1.87E-05,0.076473881,0.000142448,0.902652711,1.27E-06,0.02035728,1.51E-07,0.000266807,4.70E-07
