0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-10.09395027,-12.07246017,-5.606378078,-12.51026726,-0.010219864,-13.99042511,-5.046123981,-19.67836952,-12.44900417,-12.50455666,-10.41830349,-12.16251183,-5.470504284,-12.50277519,-0.010750121,-14.3033905,-5.045829773,-19.63931274,-12.62718296,-12.30071831
-12.25359249,-14.47718239,-14.41729259,-15.3137989,-15.59092236,-0.000524026,-14.22141933,-7.975243568,-10.79064846,-8.788718224,-11.52310276,-13.61812401,-13.48217678,-15.08538342,-15.02190971,-0.00310368,-13.69184017,-6.485373974,-9.613409042,-6.507482052
-14.05952168,-14.35889721,-15.24568748,-13.59654331,-12.53791904,-7.223145962,-16.55036926,-0.004004437,-10.73553562,-5.732600212,-14.15588951,-14.17629623,-15.2222023,-13.49867153,-12.26862144,-7.314349174,-16.77222061,-0.004463116,-10.48155403,-5.585616112
-6.828633308,-5.762086391,-11.37206078,-0.004784089,-9.307177544,-9.717357635,-8.359687805,-12.20524979,-9.149098396,-10.1803093,-6.731093407,-6.005325317,-11.25527,-0.004325914,-8.921007156,-10.3916378,-7.897958755,-12.7997818,-9.370723724,-10.76805305
-8.145581245,-12.94132519,-2.260015726,-10.05972004,-0.116938889,-17.54965782,-5.182700634,-16.7720871,-9.677846909,-13.95651722,-7.96873188,-12.86080837,-2.425051212,-9.808738708,-0.107928321,-16.87935638,-4.321964741,-16.31737328,-8.766215324,-13.8393507
-11.42275333,-0.000107402,-13.14188671,-9.499019623,-12.00677967,-16.05980301,-11.42967892,-16.52700043,-12.98976231,-16.24102974,-12.37260246,-7.50E-05,-12.99228668,-9.86774826,-11.97366047,-15.90749454,-11.68761826,-17.07665062,-13.18804359,-17.18344307
-6.670464516,-13.12091827,-0.005007227,-13.12532139,-6.230095387,-15.86472511,-6.348258495,-19.91207886,-12.64872742,-14.43541336,-7.554116249,-14.32641411,-0.004352264,-13.62094212,-6.629440308,-17.90742111,-5.993868828,-21.45806503,-13.14015198,-15.07184124
-5.827604771,-12.67200565,-1.359441757,-9.586255074,-0.381066293,-12.89565945,-2.865081549,-18.59864426,-9.644927025,-14.21910572,-6.546049595,-9.447902679,-2.871618271,-10.29389763,-0.134929955,-13.13892174,-2.690140963,-16.7580471,-8.556929588,-13.40587616
-8.979287148,-11.08532429,-12.40495872,-14.30847836,-11.81172943,-13.01226044,-9.355210304,-14.13538265,-0.000248282,-12.12827969,-8.287631989,-12.86795998,-11.63414001,-14.57081223,-11.63835526,-12.49661446,-9.202156067,-13.99062538,-0.000386759,-11.60700607
-0.040274322,-13.68352985,-6.109868526,-7.484646797,-11.56509304,-14.84360409,-3.306493998,-16.72309875,-10.23152065,-15.67292118,-0.018789751,-13.67354202,-6.263231277,-7.945756912,-11.90095806,-15.07734203,-4.115396023,-16.5822258,-10.51010227,-15.76366806
-4.549849987,-12.73949432,-0.023668727,-11.80161858,-7.259187222,-15.3687849,-4.41566658,-17.20852089,-10.79354191,-14.12449932,-4.513246059,-12.30648136,-0.016579939,-11.48653698,-7.167812824,-15.13893032,-5.367779255,-16.82115936,-10.45200253,-13.86279011
-11.79985905,-11.37078285,-13.73040962,-12.49465466,-12.63301277,-0.060235672,-13.30872726,-2.869194746,-8.323637962,-6.542266369,-12.10752296,-12.00576591,-13.89503574,-13.08013439,-13.38884163,-0.054341078,-13.81083393,-2.963289738,-9.059744835,-6.804384232
-15.14489555,-14.6923275,-16.01952553,-14.22485161,-14.29590893,-8.853055954,-17.04029846,-0.001031344,-11.6384058,-7.039084911,-14.84227943,-14.92935658,-16.34388351,-14.80865383,-13.78090572,-7.685567379,-17.24362183,-0.001651115,-12.06872272,-6.740176678
-10.69103146,-11.19616127,-12.82382107,-14.02007103,-15.11950207,-0.003245446,-13.00276852,-7.060020447,-9.818969727,-6.081585407,-11.23714066,-12.32914162,-13.16573906,-14.82083702,-14.68711758,-0.005430114,-13.29244614,-6.699559689,-10.15434265,-5.491136074
-13.2238121,-3.02E-05,-13.65392017,-10.92437172,-12.8469944,-15.55662918,-12.3804493,-17.24640656,-13.00003052,-18.32206345,-13.2066164,-3.04E-05,-13.84000397,-10.95098114,-12.81141663,-15.52230358,-12.24637413,-17.36299515,-12.97055054,-18.50613403
-5.5030756,-9.698456764,-2.029695272,-6.750637054,-0.811132371,-12.59974003,-0.870355546,-16.90178871,-8.786187172,-12.14686203,-5.90918541,-10.91690636,-0.936935186,-8.907329559,-1.024745941,-13.20568275,-1.401059866,-18.30682755,-9.464673042,-12.93488407
-7.354777336,-12.07909584,-4.388536453,-8.807732582,-1.47073245,-16.53447342,-0.278396398,-18.30090141,-10.35187912,-14.50277615,-7.973352432,-12.1176281,-4.735329151,-9.396692276,-1.450476885,-16.91944885,-0.279297054,-18.11119652,-11.22246552,-14.70709419
-0.377090216,-8.773653984,-5.383856773,-4.4897089,-8.054092407,-14.34170628,-1.21160388,-14.62668133,-8.884801865,-14.75290203,-0.28699559,-9.513284683,-5.282421112,-4.801112652,-8.599179268,-14.38698196,-1.444819689,-14.81590939,-8.90051651,-15.01521397
-12.53511524,-14.59939289,-15.40391445,-14.6856699,-13.87966728,-8.920760155,-15.51428604,-3.977272987,-10.50905132,-0.019084407,-13.72847557,-15.91057014,-15.24141693,-15.89684486,-14.16556168,-8.742371559,-16.75350571,-4.786587715,-12.53491402,-0.008542898
-4.768025398,-4.479276657,-4.679283142,-0.377966851,-1.449933767,-15.23341274,-3.025908947,-13.71863651,-5.983036995,-14.73368931,-5.427077293,-5.196540833,-3.811132669,-0.765806913,-0.753249407,-15.06930637,-3.484616995,-13.55170918,-6.512624741,-14.1876688
-11.37623215,-16.66823769,-12.94628906,-14.25387001,-10.39447212,-13.73116112,-13.41416264,-13.64255905,-4.95E-05,-14.35687065,-11.61097813,-17.42799187,-12.70580959,-15.32570362,-10.45943546,-14.63320827,-13.68025398,-14.1245594,-4.37E-05,-14.76367378
-13.11661243,-16.08048248,-13.71129036,-10.83241844,-13.04530621,-9.067447662,-14.09010124,-12.60967731,-0.000144948,-14.6643219,-11.16751003,-15.03953457,-12.88034439,-11.52271461,-11.73013783,-9.291794777,-12.83152294,-14.46350574,-0.000130287,-16.28652954
-9.26802063,-2.167336464,-10.21204853,-0.124570034,-8.910508156,-8.466691017,-8.70227623,-13.09126282,-6.229798317,-10.52658367,-8.127098083,-2.328225851,-8.409673691,-0.109739058,-7.031205654,-7.88049078,-8.465753555,-11.62739372,-5.485779762,-8.050757408
-5.418080807,-7.935204506,-5.732118607,-0.059862964,-3.348568439,-13.70058441,-4.241038799,-14.07406998,-7.518255234,-14.59957886,-5.424516201,-7.728116989,-5.462795258,-0.083257981,-2.873428822,-14.34470177,-4.295228481,-14.20724487,-7.327480793,-14.74011993
-7.059084415,-13.12006474,-10.04804993,-12.08999062,-10.95343781,-7.920639515,-9.859638214,-12.19654179,-0.001349611,-14.71619701,-6.771008015,-13.60463333,-9.695816994,-11.86550426,-10.35456085,-8.874147415,-9.16588974,-11.99798107,-0.001500553,-14.33488274
-0.014982199,-11.60494423,-7.284997463,-8.556956291,-10.77220154,-16.16959953,-4.272090912,-16.26815605,-11.55010128,-17.1975193,-0.007329361,-12.14088154,-6.609349728,-8.293091774,-11.43234634,-16.0969696,-5.170608044,-16.37748528,-11.88993359,-16.71809769
-14.85702801,-13.83939648,-16.09930229,-13.20716,-13.54681301,-8.28038311,-17.11219406,-0.000399271,-11.44196224,-8.945185661,-14.65158367,-14.28565121,-15.81660175,-14.16031837,-14.04079723,-7.626023769,-17.033741,-0.000635779,-11.66190624,-8.898181915
-11.89812183,-13.23337269,-14.87185383,-14.75488567,-16.92868233,-0.000870802,-14.16588688,-7.162796021,-11.01043224,-9.583337784,-12.43937969,-12.33767605,-15.04737568,-14.13788319,-16.14441681,-0.001526501,-14.40751362,-6.534121513,-10.30484772,-10.45328426
-14.50509071,-13.79558277,-16.56506157,-14.02296257,-13.66232395,-7.936171055,-16.26397896,-0.000619935,-12.66910362,-8.273021698,-13.86313057,-14.53830147,-16.04442787,-15.05742168,-13.82039165,-7.189967632,-16.87458229,-0.001314848,-12.14417648,-7.502475262
-14.22836685,-16.45077896,-16.66491699,-16.59713554,-15.03397369,-11.05553055,-16.32551956,-7.169552326,-12.46451473,-0.000790998,-14.83530617,-18.19103813,-15.31855679,-16.89152527,-15.18759251,-10.05948734,-17.59246063,-7.202215672,-13.56411839,-0.000790165
-1.095187902,-9.118056297,-7.629836082,-7.393395901,-6.575074673,-16.6170063,-0.411157876,-14.84928703,-10.26092529,-15.84923935,-0.966331065,-9.803417206,-7.440467834,-7.397641182,-7.309380054,-17.0664711,-0.4819718,-15.69930649,-10.26928329,-16.53936195
-12.55538464,-3.99E-05,-12.82992649,-10.89026833,-11.77550602,-15.9236927,-12.2521286,-16.66122246,-12.87103653,-17.51835442,-13.48826218,-1.54E-05,-14.38663292,-11.63717556,-13.40699863,-16.95268631,-12.93053436,-18.18707085,-14.27705765,-19.18117905
-1.759453773,-7.595934391,-4.236323833,-3.667136908,-5.832045078,-13.52419376,-0.245410606,-14.69612503,-6.1997962,-13.34759426,-1.422002554,-6.943649292,-5.254387856,-2.747437477,-6.18701458,-12.65498543,-0.378733784,-13.55691338,-6.378483772,-12.95962334
-11.31438065,-14.61396408,-14.13366795,-14.24532986,-14.17458534,-7.605548382,-15.18094063,-0.553253114,-10.98779392,-0.857091844,-11.52079868,-14.56002808,-13.88330841,-13.42711735,-12.85453033,-7.543299198,-15.42703056,-0.819763601,-10.90235996,-0.581783712
-7.840409279,-10.34234333,-5.408883572,-7.655520439,-1.859048963,-17.4902153,-0.175873682,-17.84721375,-9.444349289,-14.79880619,-8.523462296,-11.20880127,-6.469621181,-8.795334816,-2.536249161,-17.87335968,-0.084571376,-18.55758476,-10.9700222,-14.80889893
-9.843340874,-14.53434181,-13.54493999,-13.83427906,-14.60056019,-7.462189674,-13.26045513,-0.069191866,-9.984942436,-2.715470791,-11.18696022,-15.50900364,-13.80841064,-14.77543259,-14.29568291,-7.540702343,-14.8125515,-0.039096873,-10.96540451,-3.276034832
-3.265758276,-6.031242847,-0.139967874,-5.251991749,-3.664012194,-11.43092346,-3.114576101,-12.94285297,-4.220131397,-9.575104713,-3.267039299,-6.675126553,-0.117112696,-5.472903252,-4.192019939,-11.6397419,-3.024082184,-13.79977322,-5.75172472,-10.42060852
-10.33922482,-0.000428466,-12.0329771,-8.152349472,-10.22636986,-15.11450481,-9.748579979,-16.04934502,-11.86911297,-16.29780769,-11.11999702,-0.000415596,-12.51272106,-8.037438393,-10.41978264,-15.79952049,-10.08523178,-17.19240761,-13.03207588,-17.39000511
-4.922346115,-12.46260262,-0.733571291,-7.351025581,-1.126288176,-12.86318874,-1.676656961,-16.49245644,-7.36233139,-11.40464687,-6.242298603,-11.45897484,-0.843589127,-6.777816296,-1.488575935,-13.2626524,-1.080646515,-15.69676208,-6.399071217,-11.91662216
-4.465398312,-10.00645256,-1.876947284,-6.013141155,-4.348214626,-13.11498451,-0.198996469,-14.88586998,-7.719473839,-10.69633198,-5.10672617,-10.67002296,-1.896761298,-6.706943035,-4.038401604,-14.09689522,-0.192616776,-16.15782738,-8.468958855,-11.48261166
-8.136659622,-12.95891571,-4.743742943,-11.6762352,-0.03612861,-16.10582733,-3.632088661,-19.07679749,-11.31172371,-13.71026611,-7.04259491,-12.77483177,-3.902269125,-10.60261536,-0.196302623,-15.95450306,-1.850744009,-18.4040947,-10.97901726,-13.37603664
-7.096648216,-10.5054121,-1.971792459,-10.64709663,-0.213904336,-12.02349758,-2.948683739,-17.36229897,-10.10428333,-10.325284,-7.466610432,-10.33272934,-2.944424391,-10.48432446,-0.116514266,-11.78580856,-2.870813847,-17.31707382,-10.69347763,-10.26734543
-12.60935116,-11.95812702,-14.4696455,-14.39709759,-16.71697235,-0.000287253,-15.04087734,-8.455886841,-9.979938507,-10.97309685,-12.00070667,-11.22664547,-14.64390469,-13.86438274,-16.58115959,-0.000457063,-14.34662151,-8.026468277,-9.541851997,-10.20744228
-5.366385937,-7.036396027,-7.443785667,-6.984911919,-8.061051369,-8.977562904,-5.217093468,-11.63542557,-0.013902492,-7.045334816,-6.514955997,-10.30992985,-8.123903275,-7.558845997,-8.331678391,-10.6238308,-5.059688091,-13.22283936,-0.009444794,-7.698087215
-8.526737213,-13.38297462,-0.025730161,-9.989634514,-3.699836254,-17.08401489,-7.953148842,-18.75992012,-9.468265533,-16.81548309,-8.464525223,-13.10831165,-0.026076552,-9.283829689,-3.685821533,-17.33163261,-8.253973961,-18.38127136,-9.242822647,-16.72609329
-6.25202179,-15.13708973,-0.010617081,-12.77473354,-8.342576027,-16.371521,-4.780603409,-21.10309219,-13.21058369,-15.61030293,-5.860238552,-15.18640804,-0.013834656,-12.60205078,-8.451869965,-16.25608826,-4.540397167,-20.5822258,-13.03922558,-15.25059032
-9.053514481,-11.46191311,-12.42987633,-13.82020855,-11.45122528,-13.06705189,-8.860292435,-13.97222614,-0.000296787,-11.66092014,-9.262680054,-11.78297615,-11.74146938,-14.06425476,-11.37830448,-13.2287569,-8.843351364,-14.1996994,-0.00027903,-11.57286644
-8.74395752,-12.78885269,-4.452640057,-9.468224525,-0.358344674,-16.57911873,-1.240394711,-18.76953125,-11.48689079,-15.10560989,-8.452252388,-12.95178413,-4.324634552,-9.513711929,-0.462323755,-16.41469193,-1.031024575,-18.94717407,-11.36038208,-14.60592651
-8.084620476,-10.3702898,-10.38185215,-13.83323956,-11.08680248,-11.97836876,-8.907958031,-12.73806095,-0.000546068,-11.14730072,-8.268475533,-12.36461163,-11.25458336,-14.98234653,-11.47330475,-12.46528912,-8.795963287,-14.18119907,-0.000448841,-11.67963409
-0.007185095,-12.71093369,-8.439147949,-11.13794231,-13.09151077,-16.07534218,-4.973701954,-17.15666962,-12.05775642,-16.69364738,-0.003137311,-13.57152176,-8.760721207,-11.44797516,-13.89465332,-16.12916946,-5.822890759,-17.35640144,-12.54604149,-16.36639977
-13.46197605,-14.75507164,-15.06579971,-13.34920216,-13.70273781,-8.112724304,-15.54657745,-0.000583836,-10.64932442,-8.273442268,-12.82720375,-14.37633038,-15.1976862,-13.46319962,-13.57845497,-7.399599075,-14.83224201,-0.000801123,-10.13528347,-8.852333069
-12.57344723,-13.13348103,-14.99300098,-12.6584692,-11.5588131,-6.006160259,-14.98639202,-0.012913883,-9.926877022,-4.575642109,-11.86480045,-12.96578789,-14.69039536,-12.57481766,-11.73549843,-5.52256155,-14.48467541,-0.016658962,-9.611200333,-4.387108803
-13.18930435,-14.48690605,-12.24735069,-11.6781168,-9.115427017,-12.41511059,-13.19150925,-11.69916058,-0.000142922,-12.74436188,-13.01977825,-14.72263241,-11.9946928,-12.05383873,-9.487231255,-12.23471642,-13.17654228,-11.80093861,-0.00010764,-12.79328823
-12.93133831,-13.58569717,-14.67041969,-15.54229355,-16.50028229,-8.18E-05,-15.03207779,-9.889219284,-10.95898438,-11.60643768,-12.08420658,-13.8618269,-13.68085003,-16.18152046,-16.42863464,-9.08E-05,-14.68598938,-9.791293144,-11.41656971,-11.07634163
-11.56552887,-7.80E-05,-11.92897034,-10.9172821,-11.14280987,-14.26128578,-11.49270916,-16.10538673,-10.90118122,-17.61846733,-12.72972298,-4.71E-05,-12.71211147,-10.77297783,-11.83044529,-14.43818855,-11.87082767,-16.83473396,-12.14748669,-18.36483574
-12.79586506,-7.41E-05,-12.91823196,-9.89777565,-12.33129025,-14.89762402,-11.65197086,-16.64140511,-12.18760681,-16.69881821,-13.29322529,-0.000193339,-12.49473095,-8.754402161,-11.45255947,-14.49433994,-11.15658569,-17.14969444,-12.27278996,-16.55528831
-3.614270687,-7.25446558,-0.647473812,-2.061728239,-2.208525181,-11.95217133,-1.588931084,-13.82342339,-4.862108707,-11.68492126,-2.63754487,-5.128130913,-0.695359766,-1.553530455,-2.312564135,-10.68058777,-2.396870852,-12.0319109,-3.812906981,-10.89180851
-7.556569576,-5.502682686,-5.878755569,-1.297400594,-0.354239553,-13.82764626,-4.046870708,-13.10150814,-8.660223007,-13.20009422,-7.605163097,-5.915737629,-5.724037647,-1.216444612,-0.386033654,-13.87628841,-4.057273865,-13.12270546,-8.476043701,-13.05827141
-11.73096561,-13.83480358,-13.23360729,-12.55780315,-12.88023663,-7.029157162,-14.58247662,-0.105466023,-10.12415504,-2.311103106,-11.80463219,-13.84342194,-12.67530918,-12.70707321,-11.85352993,-6.713141441,-15.11452198,-0.367623568,-10.19671535,-1.183033228
-11.16798401,-17.20786858,-11.81369686,-13.55998993,-11.64064312,-14.73958206,-11.47680473,-13.19841099,-4.45E-05,-15.43902779,-12.91980267,-17.69176292,-12.45943546,-13.86545658,-11.9523716,-16.44356537,-13.1040144,-14.55771542,-1.66E-05,-16.64008904
-12.2513237,-13.76000404,-13.49106503,-12.16724873,-12.39270592,-6.505615234,-14.19198895,-0.002096599,-8.405337334,-7.933551311,-12.34335709,-14.16662502,-14.54978466,-13.08203506,-12.87829018,-6.313507557,-14.38201904,-0.002268124,-9.318078995,-7.948160648
-0.271725237,-11.52843761,-7.806236744,-7.591939449,-11.8991642,-13.28017998,-1.439820766,-16.05252266,-10.25031757,-14.11467743,-0.213515982,-11.44789696,-7.744341373,-7.537428379,-11.81088638,-13.07562065,-1.65423584,-15.88120842,-10.24740028,-13.92802238
-4.52315855,-13.59303093,-0.059433501,-12.10826206,-7.401750088,-14.97501755,-3.074673176,-19.14447212,-10.63704395,-13.75059891,-4.958980083,-14.43921661,-0.0574839,-11.2142458,-7.315169334,-14.89623642,-3.033696651,-19.15783691,-10.62273121,-13.52206421
-1.788518667,-9.204229355,-2.509002209,-4.21086216,-6.546760082,-13.11589336,-0.311538279,-14.78505707,-5.896311283,-12.91002846,-1.924074411,-9.43812561,-3.083221436,-4.625415325,-6.936207771,-13.5508604,-0.228668436,-15.19690514,-6.358837605,-13.52201748
-8.605425835,-15.81472397,-0.060663667,-12.39237404,-2.840637207,-18.49342346,-8.219119072,-20.4654274,-11.12249565,-15.96089554,-8.574643135,-14.54094982,-0.098742627,-11.84967136,-2.373400927,-17.97608566,-7.331917286,-19.57697678,-11.52179623,-15.92395687
-5.813591957,-7.282598972,-10.84054184,-0.009407241,-8.576743126,-11.61505699,-5.224514008,-13.68680763,-9.437180519,-11.70870209,-5.372191429,-6.580320835,-10.61834621,-0.014175203,-7.997756004,-11.79763985,-4.881297112,-13.34381104,-9.512693405,-11.25677681
-11.09226322,-0.000125758,-11.5119133,-9.927025795,-10.49608612,-14.77677345,-11.62046432,-15.16914368,-11.153512,-16.17332077,-11.34123039,-7.14E-05,-12.34694195,-10.33918667,-11.58981609,-14.56678295,-12.06162643,-16.06984711,-11.83480835,-16.56433105
-8.214686394,-15.55416107,-0.005412211,-14.3693819,-5.573326111,-17.91181374,-6.6245327,-23.38860512,-13.8797121,-16.23352623,-8.429793358,-16.03013229,-0.007383558,-14.75339317,-5.019882202,-17.57257271,-7.540285587,-23.13148499,-13.83262253,-15.59105682
-8.474421501,-10.86403275,-11.00244331,-13.72371864,-11.65215015,-12.37689304,-8.769367218,-14.09241581,-0.000419648,-12.21520519,-8.759305954,-10.1369791,-12.36176968,-13.85156155,-11.90827465,-12.11136532,-9.018096924,-13.74702454,-0.000344336,-11.73949718
-10.7943325,-14.05632019,-6.493012428,-11.93658352,-0.006841686,-17.97343063,-5.246982574,-19.00198364,-11.36423683,-13.40236092,-10.87972832,-14.09207153,-6.386928082,-12.03765202,-0.007032049,-18.14993286,-5.242395401,-18.9841404,-11.52395725,-13.77460861
-11.01684284,-9.24E-05,-12.32487774,-10.7664156,-10.92167854,-15.40773678,-10.60088539,-16.51723862,-11.85650635,-18.30053329,-10.9836092,-0.000148166,-12.40761757,-10.36141872,-9.865590096,-15.64948082,-10.44296551,-15.44197655,-11.1721735,-17.32358551
-10.76873493,-15.09315777,-13.09193611,-13.53458595,-9.892747879,-15.30595875,-11.77403069,-13.08905029,-8.93E-05,-12.4216671,-10.96042252,-15.21375656,-12.3788662,-13.52457237,-9.78778553,-15.64752388,-12.08771801,-13.41746902,-9.12E-05,-12.26047325
-13.09632301,-14.29302025,-13.24465942,-14.95653343,-15.48135853,-6.66E-05,-16.05319214,-10.72960281,-10.95740032,-10.71406937,-13.0907774,-14.07924366,-13.8783102,-14.563344,-15.96436977,-0.000176176,-14.66309357,-10.11619568,-11.7019577,-9.00593853
-14.66841221,-15.69110966,-15.93885994,-16.59911346,-14.70950222,-10.46875191,-17.66251373,-7.85447979,-11.94296074,-0.000424057,-14.73264313,-16.87207031,-15.50539207,-15.97053146,-14.9837904,-9.161484718,-17.25304985,-6.42271328,-12.77061176,-0.001734659
-11.32395267,-13.97157097,-14.12411022,-15.62211514,-16.1743679,-0.000153768,-13.67907047,-9.795046806,-9.960318565,-10.24292469,-9.551633835,-14.42276573,-13.04267025,-15.86797333,-15.56979656,-0.000442645,-12.86353397,-8.469083786,-8.990703583,-10.36620045
-0.014134536,-11.67837334,-6.575232506,-7.721498489,-8.93663311,-16.78688049,-4.42320919,-15.52608871,-9.696932793,-16.12824059,-0.007110055,-13.02440357,-6.532605171,-8.25131321,-10.09142971,-16.78960037,-5.245203972,-15.99236012,-9.86105442,-16.43304253
-3.234321594,-4.681558132,-8.567680359,-0.063789845,-6.800179958,-11.24681473,-4.467704773,-12.35302925,-7.99825716,-11.07487488,-3.316815853,-4.610365391,-8.585029602,-0.060349587,-6.834773064,-11.22397518,-4.538295746,-12.23560047,-7.929499626,-11.04316235
-9.237508774,-16.90069771,-0.009915502,-11.25546646,-4.6351161,-19.3657093,-10.04908466,-20.61394882,-11.74915123,-17.17585945,-9.086976051,-16.99987221,-0.010777481,-11.45056915,-4.550924778,-19.51689339,-10.35903454,-20.51768684,-11.93431473,-17.25829887
-0.008305416,-13.0752821,-7.875771523,-7.729387283,-11.16969967,-15.64859867,-4.902816772,-16.46710968,-11.60607815,-14.69420242,-0.007535367,-14.05922985,-7.715934277,-6.878305435,-12.02645397,-14.72529125,-5.113866329,-16.2677269,-11.42325115,-14.54413223
-2.609191895,-10.69938564,-0.829436004,-7.639984131,-6.766836643,-11.86996269,-0.716822803,-16.12998581,-8.861652374,-12.04543304,-3.178585052,-10.3206358,-0.682847738,-8.357691765,-5.1927948,-12.24126148,-0.805207014,-16.57356262,-7.969139099,-11.62548065
-12.02696037,-14.09432697,-14.97117138,-15.01428127,-15.42497349,-0.000110143,-14.50146198,-10.68159771,-9.545808792,-11.78147697,-12.40643311,-14.22642326,-14.61622334,-15.55437756,-15.93178749,-6.01E-05,-15.1672411,-11.05307102,-10.39195347,-11.76181793
-7.157941818,-5.075287819,-11.88372421,-0.007816324,-9.685827255,-11.5152874,-7.47250843,-14.28649521,-9.134658813,-13.16453171,-6.099698544,-6.288166523,-11.82320309,-0.005855905,-9.56135273,-11.76736259,-6.422212124,-13.79773521,-10.74506569,-12.42112541
-8.124722481,-14.14857864,-6.258539677,-10.24087715,-4.433546066,-18.68849564,-0.014221861,-20.1297226,-12.98868656,-16.77645111,-8.309252739,-14.41067219,-6.673148632,-10.31069279,-5.133457661,-19.26553154,-0.00747041,-20.50956535,-13.16834259,-17.18697357
-14.78943348,-15.00833702,-15.44229126,-13.942029,-14.38086796,-9.645225525,-16.43909264,-0.000965248,-11.11787033,-7.032353401,-14.35281277,-15.22488689,-15.52836704,-14.22917461,-13.65646839,-8.725291252,-16.70742416,-0.001740609,-10.94165039,-6.465610504
-11.56382084,-0.00012254,-12.44122601,-9.64840889,-10.88574219,-15.028265,-10.82088757,-16.55504227,-12.11112595,-17.15774155,-12.10804653,-8.63E-05,-13.20819664,-9.684749603,-12.15326118,-15.93080139,-11.59763813,-17.61931801,-12.99633312,-17.58825684
-5.943335056,-9.358253479,-9.243989944,-12.5023737,-10.2966404,-8.36087513,-6.82238102,-11.01175785,-0.004215878,-10.64414406,-7.236830711,-9.773566246,-9.887814522,-12.88865852,-11.25894737,-8.755186081,-7.246530533,-11.31708717,-0.001743108,-11.01722717
-0.267227024,-10.79003334,-5.777724266,-6.074623108,-9.575979233,-13.19903374,-1.474467158,-16.32246971,-9.102708817,-14.45291328,-0.288858801,-9.721590042,-5.820614338,-5.312814236,-9.059875488,-12.78621578,-1.416448236,-16.02025223,-8.359521866,-13.91344166
-10.96229458,-7.13E-05,-12.93654156,-10.30441475,-11.96691895,-15.57254314,-11.61999512,-16.43336296,-12.91764164,-16.13489532,-11.94248867,-0.000123136,-12.73676872,-9.312824249,-11.23923397,-15.59830379,-11.78779221,-16.6992321,-12.91122532,-16.48670006
-5.310386181,-9.319899559,-0.6228441,-6.778740883,-0.973059773,-13.88050747,-2.563818932,-14.19088459,-6.010805607,-10.51089191,-5.186271191,-9.266438484,-0.762867391,-6.220230579,-0.786833227,-13.86959743,-2.740532637,-13.74057579,-5.092883587,-10.29491997
